user id,item id,rating,timestamp
515,302,3,887658604
367,302,5,876689364
14,302,5,890880970
685,302,3,879451401
111,302,5,891679971
707,302,4,886285168
697,302,5,882621460
666,302,5,880138999
331,302,5,877196819
543,302,4,887912238
384,302,5,891273509
683,302,5,893286207
327,302,3,887737355
721,302,3,877137358
431,302,3,877844062
520,302,3,885170330
762,302,5,878718810
16,302,5,877716993
490,302,4,875428765
464,302,5,878354626
134,302,2,891732150
640,302,5,888025971
619,302,4,885953600
52,302,4,882922065
717,302,5,884641599
74,302,4,888333219
69,302,4,882027109
271,302,5,885844430
364,302,4,875931309
177,302,4,880130379
704,302,4,891397015
401,302,3,891031464
474,302,5,887914615
207,302,4,891759118
655,302,4,887424720
758,302,5,882848498
818,302,5,891870264
284,302,4,885328906
473,302,4,878156824
669,302,4,891182948
720,302,5,891262608
788,302,4,880867326
216,302,5,881966913
747,302,5,888638091
853,302,4,879364669
755,302,4,882569771
151,302,3,879523860
328,302,4,885044380
828,302,4,891380166
445,302,1,891199195
329,302,5,891655191
838,302,4,887060659
664,302,4,876523093
894,302,4,879896041
388,302,5,886438122
733,302,4,879535011
808,302,5,883949986
871,302,5,888192970
889,302,4,880176518
370,302,5,879434182
399,302,4,882340101
389,302,5,879915633
463,302,5,877384835
751,302,4,888870893
448,302,5,891887337
833,302,3,884828670
158,302,4,880132193
592,302,5,882607325
787,302,3,888979123
676,302,5,892685224
713,302,4,888882040
775,302,3,891032742
865,302,5,880142614
696,302,5,886403632
428,302,5,885943651
809,302,5,891036743
870,302,4,878737704
458,302,5,886394314
896,302,2,887157234
866,302,2,891220955
743,302,5,881277267
422,302,3,877162650
913,302,4,880794297
416,302,5,893214127
740,302,5,879523187
210,302,5,890059415
744,302,5,881171820
802,302,4,875984532
451,302,3,879012647
615,302,4,879447500
605,302,4,879365132
535,302,3,879617063
547,302,5,891282575
827,302,4,882201356
782,302,3,891497698
752,302,5,891208451
526,302,5,885681860
363,302,5,891493571
656,302,3,892318450
71,302,3,880864015
845,302,3,885409374
920,302,4,884219701
249,302,4,879571438
657,302,2,884237291
819,302,5,884012512
905,302,5,884982870
480,302,4,891207539
854,302,3,882811836
524,302,5,884287406
934,302,4,891188367
240,302,5,885775536
537,302,4,886028446
801,302,4,890332645
485,302,5,891040423
902,302,3,879463109
624,302,4,885215462
626,302,4,878771242
860,302,4,876074139
556,302,4,882135437
454,302,4,881958326
724,302,3,883756996
851,302,5,888540054
560,302,5,879975087
48,302,4,879434954
654,302,5,887862964
668,302,5,881523612
564,302,3,888718415
115,302,4,881169559
278,302,3,891294959
791,302,4,879447940
688,302,5,884153425
587,302,3,892870956
883,302,5,891691410
863,302,4,889288910
770,302,2,875971568
880,302,5,880166451
806,302,4,882384513
160,302,5,878078074
846,302,5,883946861
926,302,4,888351713
617,302,4,883788511
940,302,4,884801316
695,302,4,888805836
745,302,4,880122475
877,302,2,882676054
784,302,5,891386988
40,302,3,889041283
651,302,5,879348880
841,302,5,889066959
842,302,5,891217834
393,302,4,891364609
39,302,5,891400188
380,302,5,885477742
836,302,5,885753506
781,302,5,879633862
875,302,5,876464694
820,302,5,887954906
616,302,5,891224517
915,302,4,891029965
772,302,5,877533625
2,302,5,888552084
185,302,4,883526267
903,302,4,891380461
332,302,5,893027264
611,302,5,891636073
467,302,4,879532127
544,302,5,884795135
486,302,5,879873973
812,302,3,877625109
551,302,3,892775389
919,302,4,875920245
475,302,3,891451083
931,302,4,891035876
710,302,4,882063224
147,302,4,885593845
673,302,3,888786942
874,302,5,888632098
635,302,4,878878587
344,302,5,884814359
417,302,3,879645999
898,302,4,888294567
22,377,1,878887116
5,377,1,878844615
314,377,3,877890982
13,377,1,882399219
222,377,1,881060205
393,377,3,889728200
405,377,1,885547690
468,377,2,875288503
846,377,2,883950155
642,377,3,886569809
798,377,3,875639061
705,377,4,883427857
648,377,3,884881837
244,51,2,880606923
85,51,2,879454782
201,51,2,884140751
198,51,3,884208455
330,51,5,876546753
194,51,4,879549793
1,51,4,878543275
230,51,4,880484937
236,51,5,890116709
56,51,3,892677186
152,51,4,882476486
256,51,4,882165135
16,51,4,877726390
137,51,1,881433605
145,51,3,875272786
345,51,5,884993744
224,51,4,888104457
151,51,4,879543055
72,51,4,880036946
416,51,5,893212895
11,51,4,891906439
43,51,1,883956562
13,51,3,882399419
59,51,5,888206095
454,51,2,888267158
269,51,2,891451111
468,51,3,875293386
405,51,1,885546577
561,51,3,885810834
504,51,4,887839260
184,51,4,889909069
7,51,2,891352984
301,51,4,882078928
437,51,1,880382644
532,51,5,888635365
417,51,3,879648526
655,51,2,887611677
639,51,2,891239613
92,51,4,875812305
276,51,3,874791025
484,51,4,891194910
472,51,5,875981708
682,51,5,888517740
450,51,4,882377358
393,51,4,887746456
222,51,3,881059816
586,51,4,884066336
788,51,4,880870018
627,51,5,879530866
588,51,4,890026395
95,51,4,879198353
271,51,4,885849386
690,51,3,881180543
457,51,5,882397734
178,51,4,882828021
870,51,2,879714500
593,51,3,875671982
899,51,1,884122387
916,51,2,880845658
311,51,4,884366010
642,51,5,886132172
268,51,3,875745202
790,51,3,885156193
721,51,4,877141038
943,51,1,888640088
94,51,3,891721026
610,51,5,888703523
881,51,5,876538889
293,51,3,888907674
867,51,3,880079142
712,51,3,874957293
328,51,3,885047417
922,51,4,891448451
320,51,5,884750992
896,51,2,887159951
378,51,3,880333195
551,51,5,892784780
632,51,4,879459166
846,51,4,883949121
711,51,4,879994778
878,51,4,880869239
166,346,1,886397596
271,346,4,885844430
197,346,3,891409070
94,346,4,891725410
293,346,3,888904004
71,346,4,885016248
125,346,1,892835800
99,346,4,885678415
130,346,4,884623704
287,346,5,888177040
145,346,5,883840638
235,346,4,889654483
294,346,3,889241377
156,346,3,888185561
363,346,4,891493746
284,346,4,885329065
179,346,3,892151489
146,346,4,891457591
269,346,2,891445757
49,346,4,888065527
104,346,3,888442172
214,346,3,891542735
288,346,5,886372155
116,346,4,886310197
299,346,3,886101436
334,346,5,891544209
133,346,3,890588577
126,346,3,887853735
392,346,4,891037437
458,346,4,889323539
511,346,4,890004686
416,346,4,886314592
474,346,5,887914688
526,346,3,885681860
546,346,5,885139634
414,346,5,884999037
285,346,4,890595456
241,346,3,887249482
385,346,3,883791602
561,346,5,885806862
425,346,5,890346198
624,346,3,885215462
445,346,5,891200869
142,346,5,888639815
542,346,3,886532149
631,346,4,888465004
221,346,5,885081300
456,346,5,887165765
646,346,2,888528392
353,346,4,891402757
171,346,4,891034835
206,346,5,888179981
665,346,2,884289897
149,346,4,883512658
397,346,4,890172230
201,346,4,884110766
418,346,2,891282595
702,346,1,885767306
276,346,4,885159545
141,346,1,886447613
466,346,3,890283056
532,346,5,885761690
655,346,4,888474713
13,346,4,883670552
657,346,4,884238162
656,346,3,892318488
369,346,4,889427890
319,346,3,889816026
724,346,1,883757703
54,346,4,890608303
783,346,5,884326424
782,346,2,891497854
695,346,5,888806011
537,346,3,886028544
619,346,3,885953622
551,346,4,892775547
595,346,4,886920576
611,346,5,891636152
389,346,4,885681315
548,346,4,891042624
616,346,3,891224558
112,346,5,891307980
871,346,3,888192859
482,346,3,887644022
322,346,3,887313611
640,346,4,886353742
592,346,4,885280098
752,346,4,891207983
894,346,4,884036796
574,346,4,891278962
880,346,5,892958128
758,346,2,883099368
489,346,5,891362904
485,346,4,891040967
863,346,5,889288911
845,346,3,885409493
851,346,5,884831499
883,346,4,891691353
819,346,5,884012487
710,346,4,883705502
818,346,4,891870364
920,346,4,884219768
557,346,2,884357321
834,346,3,890860194
578,346,3,887229335
805,346,4,883766007
874,346,3,888632147
40,346,2,889041358
915,346,2,891030070
833,346,5,884828744
544,346,4,884795135
100,346,3,891375630
913,346,3,883110406
936,346,4,886831445
903,346,3,891380391
682,346,2,888518320
784,346,4,891387077
683,346,4,893286347
768,346,3,883834705
339,346,5,891032255
519,346,4,885929222
462,346,1,886365928
729,346,1,893286168
3,346,5,889237455
808,346,5,883949986
828,346,4,891380167
298,474,4,884182806
77,474,5,884732407
276,474,5,889174904
318,474,4,884495742
14,474,4,890881557
188,474,4,875072674
248,474,2,884534672
60,474,5,883326028
327,474,3,887743986
73,474,5,888625200
269,474,4,891448823
213,474,2,878955635
95,474,4,880570909
334,474,3,891546257
215,474,4,891435022
235,474,5,889655112
325,474,5,891478392
272,474,5,879454753
343,474,5,876406677
76,474,5,875498278
96,474,4,884403095
321,474,4,879438607
293,474,5,888905685
385,474,5,881530739
118,474,5,875384571
382,474,5,875947199
268,474,5,875309718
290,474,3,880474204
44,474,4,878347532
383,474,5,891193072
267,474,5,878974783
189,474,5,893265238
312,474,5,891698454
373,474,3,877098919
391,474,5,877399171
250,474,5,878089964
307,474,5,879283787
421,474,4,892241389
363,474,5,891494929
232,474,5,888550036
380,474,4,885478558
328,474,4,885046455
10,474,4,877886783
125,474,3,892836422
279,474,5,892173363
301,474,4,882075803
41,474,5,890687066
154,474,5,879138783
90,474,5,891383599
313,474,5,891016193
465,474,3,883531246
487,474,4,883445752
474,474,5,887923789
457,474,5,882398178
409,474,5,881107351
239,474,5,889179095
488,474,2,891294439
498,474,4,881957905
25,474,4,885852008
389,474,5,879991535
18,474,4,880129731
406,474,5,884630554
234,474,4,892317967
425,474,4,890347138
160,474,4,876857977
299,474,5,877880474
435,474,3,884131085
339,474,4,891032286
450,474,5,882812558
417,474,4,879647118
454,474,4,881959917
124,474,3,890287221
521,474,3,884477677
338,474,4,879438627
151,474,5,879524222
545,474,3,884134205
92,474,4,875653519
524,474,4,884634578
58,474,4,884305087
527,474,3,879455792
568,474,5,877907834
297,474,4,875239125
553,474,5,879948609
433,474,3,880585759
303,474,5,879466457
640,474,4,874777623
148,474,5,877019882
59,474,5,888204430
194,474,4,879521396
508,474,5,883777430
686,474,5,879545413
653,474,4,880150019
82,474,3,878769597
666,474,5,880139323
398,474,4,875657926
114,474,5,881260170
543,474,5,875665787
237,474,5,879376327
456,474,5,881373353
271,474,3,885848518
536,474,5,882359678
458,474,4,886397109
387,474,5,886480163
655,474,3,888813306
144,474,4,888105311
645,474,5,892053398
781,474,5,879633976
747,474,5,888639526
499,474,4,885599227
62,474,4,879373613
7,474,5,891351002
469,474,5,879524117
748,474,4,879454475
426,474,4,879442785
607,474,4,883879473
567,474,5,882426135
537,474,5,886030805
862,474,5,879304722
776,474,5,891628632
757,474,3,888469045
843,474,3,879445738
6,474,5,883601277
561,474,5,885807318
758,474,5,881976089
788,474,3,880868599
796,474,2,892663009
738,474,4,875349775
868,474,4,877105882
875,474,5,876465188
533,474,3,879190771
847,474,4,878941562
840,474,5,891204089
305,474,5,886322838
900,474,4,877833781
660,474,2,891200037
916,474,4,880844175
886,474,4,876031720
929,474,4,879640126
823,474,5,878437890
716,474,5,879795122
13,474,4,881515112
659,474,2,891384739
896,474,3,887159426
643,474,5,891446955
940,474,3,885921687
737,474,5,884314740
479,474,5,879461279
848,474,5,887038441
804,474,4,879441524
541,474,5,884047153
766,474,5,891309011
162,474,3,877636556
138,474,5,879024327
780,474,3,891363723
379,474,5,886317533
878,474,5,880868819
198,474,5,884207298
899,474,3,884121612
830,474,5,891898661
326,474,5,879875025
867,474,5,880078840
452,474,3,875263067
85,474,5,879454500
94,474,5,885870322
694,474,4,875727226
846,474,5,883947960
91,474,3,891438947
514,474,5,875462689
870,474,4,875050559
670,474,3,877975070
516,474,5,891290648
890,474,5,882403587
933,474,5,874853734
648,474,4,884368002
226,474,3,883889063
397,474,5,882839559
912,474,3,875965906
864,474,4,888889863
727,474,3,883710910
913,474,5,881725737
492,474,5,879969879
603,474,4,891956803
447,474,3,878856022
889,474,4,880177941
881,474,3,876537870
650,474,4,891385315
669,474,4,891260369
932,474,5,891250418
360,474,5,880355803
911,474,5,892838637
934,474,4,891191976
407,474,3,875042378
622,474,3,882669509
833,474,5,875122675
115,265,2,881171488
41,265,3,890687042
94,265,4,891721889
244,265,4,880606634
1,265,4,878542441
275,265,4,880314031
307,265,3,877122816
195,265,4,888737346
236,265,2,890116191
200,265,5,884128372
313,265,4,891016853
83,265,5,880308186
70,265,4,884067503
84,265,5,883453617
280,265,4,891700588
91,265,5,891439018
218,265,3,881288408
308,265,3,887737647
328,265,5,885045993
268,265,3,875310603
276,265,4,874792483
251,265,3,886271641
370,265,5,879434636
77,265,3,884753152
316,265,3,880854395
13,265,4,882140038
201,265,3,884310104
42,265,3,881107989
72,265,4,880037164
340,265,5,884990470
279,265,5,875655063
99,265,3,885679833
234,265,3,892078837
393,265,4,887746301
221,265,3,875246247
95,265,3,879196513
183,265,2,891466350
363,265,3,891495339
326,265,4,879876489
145,265,5,875272131
128,265,5,879968663
374,265,5,880937779
263,265,4,891299815
292,265,4,881105587
312,265,1,891698696
271,265,5,885849275
346,265,4,874950794
135,265,3,879857797
332,265,4,888360370
327,265,2,887818511
207,265,3,877846793
311,265,5,884364812
450,265,5,882371526
246,265,4,884921411
37,265,4,880930072
82,265,4,878770169
339,265,3,891034779
407,265,3,876344062
466,265,3,890285159
399,265,3,882342776
411,265,5,892845604
64,265,4,879365491
297,265,3,875239454
373,265,4,877105901
484,265,5,891195476
301,265,4,882075672
109,265,5,880578185
161,265,2,891171597
474,265,5,887924425
371,265,5,880435544
512,265,4,888580143
230,265,5,880484544
417,265,3,879648026
350,265,2,882347466
487,265,5,883530236
153,265,4,881371032
254,265,3,886471695
178,265,5,882826394
25,265,4,885853415
387,265,4,886483049
542,265,4,886532238
405,265,2,885547910
536,265,5,882360300
92,265,4,875657620
513,265,5,885062919
394,265,4,880888390
493,265,5,884131048
197,265,5,891409893
334,265,3,891545876
480,265,3,891208390
545,265,4,883115423
455,265,4,879112152
553,265,5,879948508
505,265,4,889333598
583,265,4,879384522
429,265,4,882386096
60,265,5,883327591
69,265,4,882145400
457,265,5,882397699
290,265,4,880475371
608,265,3,880406470
559,265,4,891033696
343,265,2,876406878
198,265,3,884207206
600,265,3,888451582
606,265,4,880924663
437,265,3,880142942
295,265,4,879518042
56,265,4,892676314
380,265,3,885481179
676,265,5,892686703
488,265,4,891294473
537,265,3,886031473
625,265,3,892054198
151,265,5,879542566
682,265,3,888520922
14,265,3,890881216
629,265,4,880116887
577,265,5,880474851
705,265,5,883428154
436,265,3,887769106
638,265,5,876695216
293,265,3,888906193
648,265,4,884796886
479,265,4,879460918
554,265,4,876232956
738,265,4,892957967
709,265,4,879846489
495,265,5,888633316
710,265,4,883705484
660,265,2,891199241
592,265,4,882956039
654,265,5,887864330
655,265,3,887477314
778,265,4,890726003
298,265,4,884127720
715,265,5,875964105
757,265,3,888466614
790,265,4,885155770
807,265,5,892529076
318,265,4,884495664
102,265,3,888801622
727,265,4,883710326
117,265,4,881012940
843,265,3,879443865
96,265,5,884403758
747,265,4,888639060
795,265,3,881265483
188,265,5,875071520
868,265,3,877108302
716,265,5,879797414
59,265,4,888205410
425,265,3,878738643
435,265,3,884131996
671,265,3,884035992
913,265,4,880757553
899,265,4,884122087
741,265,5,891455735
416,265,5,893213796
194,265,4,879520991
881,265,5,876538286
541,265,5,885595654
256,265,4,882164479
922,265,5,891447777
804,265,4,879445037
684,265,4,878759435
773,265,2,888540146
711,265,2,879994536
830,265,5,891561607
686,265,4,879545550
535,265,3,879619144
456,265,3,881374048
892,265,4,886608380
222,265,3,878182279
7,265,5,891350845
766,265,3,891309357
452,265,3,887719158
848,265,4,887047808
897,265,3,879990466
586,265,5,884062405
543,265,4,877545356
846,265,5,883947630
870,265,4,880584497
472,265,4,892790676
796,265,5,892761544
916,265,4,880844813
379,265,4,883156656
514,265,4,886190600
890,265,2,882405059
826,265,5,885690526
798,265,5,875915777
447,265,4,878856394
663,265,4,889493691
933,265,4,874854697
378,265,4,880045989
930,265,3,879535685
896,265,4,887158604
746,265,4,885075399
521,265,3,885253247
618,265,4,891307289
806,265,4,882388328
551,265,4,892776336
886,265,4,876032553
942,265,5,891282880
267,265,5,878972903
883,265,3,891696864
653,265,4,878866995
665,265,3,884294716
650,265,4,891370031
889,265,4,880180816
774,265,3,888557237
498,265,2,881957489
815,265,5,878696181
882,265,5,879867431
878,265,3,880866626
786,265,4,882842946
22,265,3,878888066
566,265,4,881650849
862,265,5,879304980
497,265,4,879310883
524,265,4,884636583
864,265,5,888886946
555,265,3,879975505
270,265,4,876956137
588,265,5,890025621
533,265,3,879191563
666,265,3,880139274
253,465,5,891628467
38,465,5,892432476
286,465,5,889651698
210,465,4,887737131
298,465,4,884182806
193,465,3,889126867
330,465,5,876547250
83,465,4,880308578
347,465,3,881654825
178,465,3,882827506
378,465,3,881582268
405,465,1,885548836
280,465,3,891701148
279,465,5,875310157
380,465,4,885478845
7,465,4,891353154
435,465,2,884132515
311,465,4,884365406
497,465,3,879363610
455,465,3,879112678
6,465,1,883683508
506,465,4,874874630
450,465,4,887834823
393,465,4,887746916
374,465,5,882158849
290,465,3,880474799
541,465,4,883874716
495,465,5,888635180
620,465,4,889988232
301,465,4,882077811
85,465,4,879454437
130,465,5,875801596
452,465,5,886148336
254,465,3,886473078
128,465,4,879968008
59,465,2,888206363
295,465,4,879518630
95,465,3,882803918
712,465,4,874957113
504,465,3,887909936
417,465,4,879648079
682,465,3,888523054
313,465,3,891030096
807,465,4,892529448
566,465,2,881650654
472,465,3,875982149
471,465,5,889827822
642,465,4,885603932
840,465,4,891204798
194,465,3,879527513
798,465,4,876176115
815,465,5,878694952
786,465,4,882844010
263,465,4,891299697
749,465,4,878847716
698,465,3,886367720
454,465,3,888267343
297,465,3,875238984
49,465,3,888067798
795,465,3,883252686
913,465,2,880826366
739,465,1,886959039
630,465,1,885668203
577,465,4,880474851
234,465,2,892334803
897,465,5,879992030
901,465,4,877131654
881,465,3,876538595
94,465,5,891721851
734,465,4,891022734
892,465,4,886609295
399,465,3,882350005
835,465,3,891033957
887,465,5,881381307
882,465,3,879876573
373,465,4,877104202
222,465,2,878183898
200,465,4,884129112
911,465,5,892840807
766,465,3,891310281
864,465,3,888889327
167,465,5,892738341
716,465,5,879797177
727,465,2,883712159
843,465,2,879449152
305,451,3,886324817
7,451,5,891353892
13,451,1,882141872
271,451,3,885849447
332,451,5,888360179
327,451,4,887819411
246,451,2,884923003
159,451,5,884360502
42,451,2,881108982
328,451,4,885048159
303,451,5,879468581
344,451,4,884901403
215,451,3,891436369
326,451,2,879877234
119,451,5,891286958
345,451,5,884993085
194,451,2,879527145
336,451,2,877756242
378,451,4,880055597
373,451,5,877107430
234,451,3,892334578
151,451,5,879542707
264,451,4,886123531
18,451,3,880131297
405,451,5,885547360
56,451,3,892676970
64,451,2,889739490
379,451,4,880525968
85,451,4,882995934
275,451,3,880315170
437,451,5,880143115
311,451,3,884366397
411,451,4,892845634
276,451,3,874792216
244,451,4,880608112
5,451,1,875636571
200,451,4,884129006
95,451,3,880572249
94,451,4,891723494
339,451,3,891034151
22,451,4,878887062
385,451,1,879447205
174,451,5,886513752
125,451,4,892838288
262,451,4,879794446
330,451,5,876547813
495,451,4,888635524
450,451,4,882398220
389,451,2,880165881
401,451,2,891033343
435,451,4,884133487
484,451,4,891195127
109,451,5,880583192
621,451,1,874963028
454,451,4,888267455
110,451,4,886988909
363,451,2,891497130
256,451,4,882165135
588,451,5,890026059
524,451,3,884637202
406,451,2,880131954
593,451,3,875672999
184,451,4,889909914
361,451,3,879440740
399,451,3,882344684
301,451,4,882078061
503,451,4,880383425
222,451,3,878185014
478,451,5,889396282
230,451,4,880485402
653,451,2,880152351
532,451,4,874789474
417,451,4,879649266
286,451,5,877533993
195,451,5,875771441
766,451,2,891310824
591,451,3,891040366
542,451,3,886532971
642,451,5,885605794
210,451,3,891036054
709,451,1,879848969
804,451,2,879446063
561,451,2,885810117
650,451,2,891384202
295,451,4,879518864
788,451,4,880871240
815,451,3,878696965
269,451,1,891450880
128,451,4,879967879
87,451,4,879876448
711,451,5,879994749
497,451,2,879310419
59,451,5,888206049
686,451,4,879546847
586,451,4,884067422
880,451,2,880243230
416,451,5,893212623
504,451,1,887912584
70,451,4,884065678
92,451,3,875660083
833,451,1,875134016
916,451,3,880845227
748,451,1,879455186
846,451,4,883949379
807,451,5,892530112
551,451,1,892784976
639,451,4,891239529
778,451,1,891234405
897,451,4,879991607
690,451,4,881177910
523,451,5,883702441
682,451,3,888521637
393,451,3,887746995
922,451,4,891448247
889,451,3,880181488
62,451,3,879375716
886,451,3,876033965
632,451,4,879459505
914,451,2,887122085
694,451,4,875729068
796,451,5,893047167
933,451,1,874938507
885,451,2,885713716
254,451,2,886474426
760,451,5,875668781
904,451,4,879735584
798,451,2,875638547
476,451,3,883364475
508,451,3,883777281
622,451,4,882671221
659,451,5,891385534
354,451,3,891307114
293,451,3,888907245
881,451,1,876539186
606,451,3,880927247
805,451,5,881696759
655,451,3,887428280
11,451,2,891905003
453,451,2,877561836
868,451,2,877112063
279,451,1,888465592
774,451,1,888556169
280,451,5,891701377
38,451,5,892431727
741,451,3,891457395
623,451,4,891034973
671,451,4,884037004
23,451,2,874787256
712,451,5,874956872
786,451,2,882844171
830,451,4,892503035
545,451,3,879900366
911,451,2,892840253
533,451,2,879439465
901,451,4,877132604
318,451,4,884497546
152,451,5,882476911
727,451,5,883712681
716,451,4,879796961
890,451,2,882575274
877,451,4,882677865
934,451,4,891192562
89,451,3,879459884
864,451,4,888889563
878,451,2,880869135
848,451,4,887042377
477,451,5,875941763
457,451,4,882549212
790,451,3,885157299
643,451,2,891449301
6,86,3,883603013
18,86,4,880129731
256,86,5,882165103
62,86,2,879374640
184,86,5,889908694
292,86,4,881105778
121,86,5,891388286
280,86,4,891700475
85,86,4,879454189
263,86,4,891299574
334,86,4,891548295
297,86,5,875238883
119,86,4,874782068
354,86,5,891218312
224,86,3,888082612
90,86,5,891383626
106,86,3,881451355
191,86,5,891562417
187,86,4,879465478
325,86,3,891478578
185,86,5,883524428
249,86,4,879572124
295,86,5,879966498
128,86,5,879966919
311,86,5,884365252
383,86,5,891193210
1,86,5,878543541
429,86,5,882384579
299,86,4,889502050
437,86,4,881001715
326,86,2,879875644
244,86,4,880605896
276,86,3,874791101
151,86,5,879524345
339,86,4,891032221
435,86,4,884131844
456,86,2,881374332
43,86,4,883955020
458,86,5,886397679
492,86,3,879969454
343,86,5,876404836
194,86,3,879520991
543,86,4,876896210
243,86,5,879989217
506,86,3,874876551
607,86,4,883880079
440,86,5,891577919
11,86,4,891904551
554,86,4,876369678
553,86,3,879948771
457,86,3,882397455
361,86,4,879440941
235,86,4,889656113
13,86,1,881515348
591,86,5,891031171
627,86,3,879530263
416,86,1,886316439
378,86,4,880045935
208,86,2,883108895
327,86,4,887822433
201,86,4,884111637
450,86,4,887660440
474,86,4,887927456
716,86,5,879796072
393,86,2,889729674
655,86,4,887650978
481,86,5,885828650
344,86,4,884901129
352,86,4,884290505
764,86,3,876246358
212,86,4,879303830
749,86,4,878848369
420,86,5,891357021
622,86,4,882670587
321,86,4,879440294
786,86,4,882843006
452,86,4,875274683
748,86,4,879455126
707,86,4,886286283
156,86,4,888185854
406,86,4,879793295
494,86,3,879541298
80,86,5,887401496
495,86,5,888637768
846,86,5,883949290
42,86,3,881107880
270,86,4,876955067
